Total,Year,residence,region,wealth_q,eth_hoh,elderly_hoh,sex_hoh,sex_ch,mother_edu,ch_age_cat_0_5,ch_age_cat_6_8,ch_age_cat_9_23,ch_age_cat_12_23,ch_age_cat_6_23,breastmilk,liquids_none,solids_none,excl_bf,cont_1223_bf,chweight,formula_times,other_milk_times,yogurt_times,solid_semi_soft_times,mmf_bf_68,mmf_bf_923,solid_semi_soft_milk_times,mmf_nbf_623,mmf_ch,grains,legumes,dairy,flesh,eggs,vitaminA,other,mdd_ch,mad_bf_623,milk_feeds_2,mad_nbf_623,mad_ch
Total,2021,Urban,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0.8793416971714411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2021,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,0,100,0,0,100,100,0,0,,,1.4867362313508343,0.0,0.0,0.0,5.0,100.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,2021,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Higher,0,0,0,0,0,0,100,100,,,1.0889450580291673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2021,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,1.1585331485594794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2021,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,0,0,0,0,0,100,100,100,,,1.4867362313508343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2021,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,0,0,0,0,0,0,100,100,,,1.1585331485594794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2021,Urban,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Higher,0,0,100,100,100,0,0,0,,0.0,1.169617360749764,7.0,0.0,1.0,1.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0
Total,2021,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Higher,0,0,0,0,0,0,100,100,,,0.9114195611739924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2021,Urban,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0.6919534320340665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2021,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Higher,0,0,100,100,100,0,0,0,,0.0,1.0317571305733135,4.0,4.0,1.0,3.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0
Total,2021,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Higher,0,0,0,0,0,0,100,100,,,1.6392376520701648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2021,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Higher,0,0,100,100,100,0,0,0,,0.0,1.7439917140789567,3.0,0.0,0.0,2.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0
Total,2021,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,0,0,0,0,0,0,100,100,,,1.7439917140789567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2021,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,0,0,0,0,0,0,100,100,,,1.4094154993509809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2021,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,0,0,0,0,0,0,100,100,,,1.4094154993509809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2021,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Higher,0,0,100,100,100,100,0,0,,100.0,1.3247579878368632,4.0,0.0,1.0,6.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0
Total,2021,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,1.0057616440857438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2021,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Higher,0,0,100,0,100,100,0,0,,,1.306734069635001,4.0,0.0,0.0,5.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,0.0,100.0
Total,2021,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Higher,0,0,0,0,0,0,100,100,,,1.0554756852991367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2021,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Higher,0,0,100,100,100,0,0,0,,0.0,1.306734069635001,4.0,4.0,1.0,3.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0
Total,2021,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: YES,Female,CH Sex: Male,Mother Edu: Higher,0,0,100,0,100,0,0,0,,,0.992077812193421,4.0,0.0,0.0,3.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0
Total,2021,Urban,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Higher,0,0,0,0,0,0,100,100,,,0.885859396542403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2021,Urban,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,0,100,100,,,0.8457588886848266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2021,Urban,Southeast,Poor,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,1.7512152568492922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2021,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Higher,0,0,0,0,0,0,100,100,,,1.891911183467953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2021,Urban,Southeast,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,1.571692587428025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2021,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: YES,Female,CH Sex: Male,Mother Edu: Higher,0,0,0,0,0,0,100,100,,,0.8739733107418229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2021,Urban,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Higher,0,0,0,0,0,0,100,100,,,1.1511704899165482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2021,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Higher,0,0,0,0,0,0,100,100,,,1.571692587428025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2021,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Higher,0,0,100,100,100,0,0,0,,0.0,1.571692587428025,3.0,0.0,1.0,6.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0
Total,2021,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Higher,0,100,0,0,100,100,0,0,,,1.1511704899165482,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,2021,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Higher,0,0,0,0,0,0,100,100,,,0.8739733107418229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2021,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Higher,0,0,0,0,0,0,100,100,,,0.8739733107418229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2021,Urban,Southeast,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0.7930938031955892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2021,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0.7808008648036967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2021,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,0,0,0,0,0,0,100,100,,,1.2796525231816072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2021,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0.9715173921503416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2021,Urban,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Higher,0,100,0,0,100,100,0,0,,,2.475991146149335,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,2021,Urban,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,1.6362415509343549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2021,Urban,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Higher,0,0,0,0,0,0,100,100,,,2.475991146149335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2021,Urban,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Higher,0,0,100,100,100,100,0,0,,100.0,2.475991146149335,2.0,0.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0
Total,2021,Urban,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,1.1996247196649188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2021,Urban,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,1.276285698085197,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,2021,Urban,Southeast,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Higher,0,0,0,0,0,0,100,100,,,1.1996247196649188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2021,Urban,Southeast,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Higher,0,0,100,100,100,0,0,0,,0.0,1.1996247196649188,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
Total,2021,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Higher,0,0,0,0,0,0,100,100,,,1.5394687126281703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2021,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Higher,0,0,0,0,0,0,100,100,,,1.5394687126281703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2021,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Higher,0,0,0,0,0,0,100,100,,,0.9107599587349438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2021,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Higher,0,100,0,0,100,0,0,0,,,0.9689612848647812,6.0,0.0,0.0,3.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0
Total,2021,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Higher,0,0,0,0,0,0,100,100,,,1.6378471269963293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2021,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Higher,0,0,0,0,0,0,100,100,,,1.6378471269963293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2021,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Higher,100,0,0,0,0,100,100,100,100.0,,0.6105094228882588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2021,Urban,Southeast,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Higher,0,0,100,100,100,0,0,0,,0.0,1.031951554618883,0.0,4.0,0.0,3.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0
Total,2021,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: YES,Female,CH Sex: Female,Mother Edu: Secondary,0,0,100,0,100,100,0,0,,,0.6860734802912568,0.0,3.0,1.0,3.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,100.0
Total,2021,Urban,Southeast,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,0.6550167515432455,7.0,0.0,1.0,3.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0
Total,2021,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Higher,0,0,100,100,100,0,0,0,,0.0,1.2833995326772327,5.0,6.0,1.0,4.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0
Total,2021,Urban,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,0,0,0,0,0,0,100,100,,,1.752224844092055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2021,Urban,Southeast,Middle,Other/Missing,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,1.0883928173625843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2021,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Higher,0,0,0,0,0,0,100,100,,,1.437361093933445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2021,Urban,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,100,0,0,0,0,0,0,100,0.0,,0.8647270674739916,5.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,,0.0,0.0,100.0,0.0,0.0,0.0,0.0,,0.0,100.0,0.0,
Total,2021,Urban,Southeast,Rich,Kinh and Hoa,Elderly HoH: YES,Female,CH Sex: Male,Mother Edu: Higher,0,0,0,0,0,0,100,100,,,0.6949743232166177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2021,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,1.3738632142817668,2.0,2.0,1.0,4.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0
Total,2021,Urban,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,0.7393860552536485,0.0,4.0,0.0,3.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0
Total,2021,Urban,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,1.252364758938677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2021,Urban,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0.8688998614196096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2021,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,1.1150521735131258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2021,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,0,100,100,0,0,,,1.0480757976598036,6.0,0.0,0.0,4.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,0.0,100.0
Total,2021,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: YES,Female,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0.6596723033119604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2021,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Higher,0,0,0,0,0,0,100,100,,,1.0480757976598036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2021,Urban,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,1.1150521735131258,4.0,2.0,1.0,1.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0
Total,2021,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Higher,0,0,100,100,100,100,0,0,,100.0,0.8112984745209783,3.0,0.0,0.0,3.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0
Total,2021,Urban,Southeast,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,100,0,0,0,0,100,100,100,100.0,,1.3713477477236056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2021,Urban,Southeast,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,1.0009356498022906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2021,Urban,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,1.800012794385475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2021,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,0,100,0,0,0,,,1.0648995753464503,5.0,0.0,1.0,2.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0
Total,2021,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,0,0,0,0,0,0,100,100,,,0.8306387891715419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2021,Urban,Southeast,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,1.7199078129583758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2021,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Higher,0,0,0,0,0,0,100,100,,,0.8177639042335191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2021,Urban,Southeast,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,100,100,100,0,0,0,,0.0,0.6113786476375281,2.0,1.0,1.0,1.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0
Total,2021,Urban,Southeast,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,1.0494947345774108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
Total,2021,Urban,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0.7967806643924855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
