Total,Year,residence,region,wealth_q,eth_hoh,elderly_hoh,sex_hoh,sex_ch,mother_edu,ch_age_cat_0_5,ch_age_cat_6_8,ch_age_cat_9_23,ch_age_cat_12_23,ch_age_cat_6_23,breastmilk,liquids_none,solids_none,excl_bf,cont_1223_bf,formula_times,other_milk_times,yogurt_times,solid_semi_soft_times,mmf_bf_68,mmf_bf_923,solid_semi_soft_milk_times,mmf_nbf_623,mmf_ch,chweight
Total,2011,Rural,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,0.0,4.0,2.0,2.0,0,0,100,0,,0.637097160606013
Total,2011,Rural,Southeast,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,0.0,4.0,0.0,2.0,0,0,100,100,100.0,0.637097160606013
Total,2011,Rural,Southeast,Rich,Kinh and Hoa,Elderly HoH: YES,Female,CH Sex: Male,Mother Edu: Primary,0,0,100,100,100,0,0,100,,0.0,0.0,3.0,0.0,0.0,0,0,0,0,0.0,0.637097160606013
Total,2011,Rural,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,0.0,4.0,0.0,1.0,0,0,100,100,100.0,0.637097160606013
Total,2011,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Higher,0,0,100,100,100,100,0,100,,100.0,0.0,1.0,0.0,0.0,0,0,0,0,0.0,0.943236086134396
Total,2011,Urban,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Higher,100,0,0,0,0,100,0,100,0.0,,0.0,0.0,0.0,0.0,0,0,0,0,,0.943236086134396
Total,2011,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,3.0,0.0,1.0,1.0,0,0,100,100,100.0,0.943236086134396
Total,2011,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,4.0,1.0,4.0,0,0,100,0,,0.943236086134396
Total,2011,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,0,0,0,0,0,0,0,0,,,0.0,3.0,1.0,5.0,0,0,100,0,,0.9937665907487383
Total,2011,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,0,0,0,0,0,0,0,0,,,0.0,3.0,1.0,5.0,0,0,100,0,,0.9937665907487383
Total,2011,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,3.0,1.0,6.0,0,0,100,0,,0.9937665907487383
Total,2011,Urban,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,0.0,3.0,2.0,4.0,0,0,100,0,,0.9937665907487383
Total,2011,Urban,Southeast,Middle,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,0.0,0.0,5.0,0,0,100,0,,0.9937665907487383
Total,2011,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: YES,Female,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,2.0,0.0,1.0,7.0,0,100,100,0,100.0,0.9937665907487383
Total,2011,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,3.0,0.0,3.0,0,0,100,0,,0.9937665907487383
Total,2011,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: YES,Female,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,3.0,1.0,1.0,0.0,0,0,100,0,0.0,0.9937665907487383
Total,2011,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,100,0,0,0,0,100,0,0,0.0,,0.0,0.0,0.0,2.0,0,0,0,0,,0.9937665907487383
Total,2011,Urban,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,0.0,6.0,0.0,6.0,0,0,100,100,100.0,0.9095490830581673
Total,2011,Urban,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,100,0,0,0,0,100,0,100,0.0,,3.0,0.0,0.0,0.0,0,0,0,0,,0.9095490830581673
Total,2011,Urban,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,0.0,5.0,1.0,5.0,0,0,100,0,,0.9095490830581673
Total,2011,Urban,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,0,0,100,100,100,0,0,0,,0.0,0.0,10.0,1.0,7.0,0,0,100,100,100.0,0.9095490830581673
Total,2011,Urban,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,100,0,0,0,0,100,0,100,0.0,,0.0,0.0,0.0,0.0,0,0,0,0,,0.9095490830581673
Total,2011,Urban,Southeast,Middle,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,0.0,0.0,0.0,4.0,0,0,100,0,,0.9095490830581673
Total,2011,Urban,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,100,100,100,100,0,0,,100.0,0.0,0.0,0.0,2.0,0,0,0,0,0.0,0.9095490830581673
Total,2011,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,0,0,100,100,100,0,0,0,,0.0,2.0,1.0,1.0,3.0,0,0,100,100,100.0,0.9095490830581673
Total,2011,Rural,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,6.0,0.0,6.0,0,0,100,0,,1.0662994582774326
Total,2011,Rural,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,3.0,1.0,4.0,0,0,100,0,,1.0662994582774326
Total,2011,Rural,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,2.0,0.0,7.0,0,0,100,0,,1.1668937467941716
Total,2011,Rural,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,0.0,3.0,0.0,7.0,0,0,100,100,100.0,1.1668937467941716
Total,2011,Rural,Southeast,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,2.0,1.0,6.0,0,0,100,0,,1.1668937467941716
Total,2011,Rural,Southeast,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,3.0,0.0,6.0,0,0,100,0,,1.1668937467941716
Total,2011,Rural,Southeast,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,0.0,3.0,0.0,1.0,0,0,100,0,0.0,1.1668937467941716
Total,2011,Rural,Southeast,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,2.0,1.0,6.0,0,0,100,0,,1.1668937467941716
Total,2011,Rural,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,0.0,5.0,2.0,2.0,0,0,100,0,,1.1668937467941716
Total,2011,Rural,Southeast,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,0.0,2.0,0.0,5.0,0,100,100,0,100.0,1.1668937467941716
Total,2011,Rural,Southeast,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,0.0,2.0,0.0,5.0,0,0,100,0,,1.1668937467941716
Total,2011,Rural,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,0.0,1.0,0.0,5.0,0,100,100,0,100.0,1.1668937467941716
Total,2011,Rural,Southeast,Poor,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,0,0,100,0,100,0,0,0,,,6.0,0.0,0.0,2.0,0,0,100,100,100.0,1.1668937467941716
Total,2011,Urban,Southeast,Rich,Kinh and Hoa,Elderly HoH: YES,Female,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,0.0,5.0,0.0,3.0,0,0,100,0,,0.6568965599864542
Total,2011,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,0.0,4.0,0.0,7.0,0,0,100,100,100.0,0.6568965599864542
Total,2011,Rural,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,100,0,0,0,0,100,0,0,0.0,,1.0,0.0,0.0,2.0,0,0,0,0,,0.8181668799361431
Total,2011,Rural,Southeast,Middle,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,3.0,1.0,1.0,2.0,0,0,100,100,100.0,0.8181668799361431
Total,2011,Rural,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,1.0,2.0,1.0,3.0,0,0,100,0,,0.8181668799361431
Total,2011,Rural,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,2.0,0.0,5.0,0,0,100,0,,0.8181668799361431
Total,2011,Rural,Southeast,Rich,Kinh and Hoa,Elderly HoH: YES,Female,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,0.0,5.0,0.0,6.0,0,0,100,100,100.0,0.8181668799361431
Total,2011,Rural,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Higher,0,0,100,100,100,0,0,100,,0.0,0.0,3.0,0.0,0.0,0,0,0,0,0.0,0.9321737402551138
Total,2011,Rural,Southeast,Poor,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,4.0,1.0,6.0,0,0,100,0,,0.9321737402551138
Total,2011,Rural,Southeast,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,100,0,0,,,1.0,2.0,1.0,3.0,0,0,100,0,,0.9321737402551138
Total,2011,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,0,0,100,100,100,100,0,0,,100.0,0.0,3.0,0.0,2.0,0,0,100,0,0.0,0.5277630481942454
Total,2011,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Higher,0,0,0,0,0,0,0,0,,,0.0,4.0,1.0,2.0,0,0,100,0,,0.5277630481942454
Total,2011,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Higher,0,0,100,100,100,100,0,0,,100.0,4.0,0.0,1.0,1.0,0,0,100,0,0.0,0.5277630481942454
Total,2011,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,3.0,0.0,4.0,0,0,100,0,,0.5277630481942454
Total,2011,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Higher,0,0,0,0,0,0,0,0,,,0.0,2.0,1.0,4.0,0,0,100,0,,0.5277630481942454
Total,2011,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Higher,0,0,100,100,100,100,0,0,,100.0,1.0,2.0,0.0,2.0,0,0,100,0,0.0,0.5277630481942454
Total,2011,Urban,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,4.0,0.0,1.0,0,0,100,0,,0.9937665907487383
Total,2011,Urban,Southeast,Rich,Kinh and Hoa,Elderly HoH: YES,Female,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,6.0,1.0,1.0,0,0,100,0,,0.9937665907487383
Total,2011,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,0,100,0,0,100,,,5.0,0.0,0.0,0.0,0,0,100,0,0.0,0.9937665907487383
Total,2011,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Higher,0,0,0,0,0,0,0,0,,,0.0,3.0,1.0,2.0,0,0,100,0,,0.9937665907487383
Total,2011,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,3.0,2.0,2.0,0,0,100,0,,0.9937665907487383
Total,2011,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,0.0,4.0,1.0,2.0,0,0,100,100,100.0,0.9937665907487383
Total,2011,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Higher,0,0,0,0,0,0,0,0,,,0.0,7.0,0.0,3.0,0,0,100,0,,0.9937665907487383
Total,2011,Urban,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,3.0,1.0,1.0,0,0,100,0,,0.9937665907487383
Total,2011,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,2.0,2.0,3.0,0,0,100,0,,1.195888609206109
Total,2011,Urban,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,0,100,100,0,100,,,3.0,0.0,0.0,0.0,0,0,0,0,0.0,1.195888609206109
Total,2011,Urban,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,5.0,0.0,3.0,0,0,100,0,,1.195888609206109
Total,2011,Urban,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,1.0,1.0,3.0,0,0,100,0,,1.195888609206109
Total,2011,Urban,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,3.0,0.0,0.0,4.0,0,0,100,100,100.0,1.195888609206109
Total,2011,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,0,0,0,0,0,0,0,0,,,0.0,3.0,1.0,3.0,0,0,100,0,,1.195888609206109
Total,2011,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,0,0,100,0,100,100,0,0,,,0.0,3.0,1.0,0.0,0,0,100,0,0.0,2.2121132020056664
Total,2011,Urban,Southeast,Rich,Kinh and Hoa,Elderly HoH: YES,Female,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,5.0,0.0,1.0,0,0,100,0,,2.2121132020056664
Total,2011,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,0.0,4.0,2.0,4.0,0,0,100,100,100.0,2.2121132020056664
Total,2011,Urban,Southeast,Middle,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,0.0,3.0,1.0,0.0,0,0,100,0,0.0,2.2121132020056664
Total,2011,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Higher,0,0,100,100,100,0,0,0,,0.0,0.0,3.0,1.0,0.0,0,0,100,0,0.0,2.2121132020056664
Total,2011,Urban,Southeast,Rich,Kinh and Hoa,Elderly HoH: YES,Female,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,3.0,0.0,4.0,0,0,100,0,,2.2121132020056664
Total,2011,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,0.0,2.0,1.0,3.0,0,0,100,0,,2.2121132020056664
Total,2011,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,100,100,100,100,0,100,,100.0,1.0,0.0,0.0,0.0,0,0,0,0,0.0,2.2121132020056664
Total,2011,Urban,Southeast,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,4.0,1.0,3.0,0,0,100,0,,2.2121132020056664
Total,2011,Urban,Southeast,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,0.0,0.0,0.0,3.0,0,0,0,0,,2.2121132020056664
Total,2011,Urban,Southeast,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,100,0,0,0,0,100,0,100,0.0,,3.0,0.0,0.0,0.0,0,0,0,0,,1.2576481148458611
Total,2011,Urban,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,0.0,2.0,1.0,3.0,0,0,100,100,100.0,1.2576481148458611
Total,2011,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,1.0,0.0,3.0,0,0,100,0,,0.8477895774184151
Total,2011,Urban,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,100,0,0,0,0,0,0,100,0.0,,6.0,0.0,0.0,0.0,0,0,100,0,,0.8477895774184151
Total,2011,Urban,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,100,100,100,0,0,0,,0.0,0.0,5.0,0.0,2.0,0,0,100,100,100.0,0.8477895774184151
Total,2011,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,0.0,2.0,0.0,3.0,0,0,100,0,,0.8477895774184151
Total,2011,Urban,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,2.0,0.0,3.0,0,0,100,0,,0.8477895774184151
Total,2011,Urban,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,0.0,3.0,1.0,3.0,0,0,100,100,100.0,0.8477895774184151
Total,2011,Urban,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,2.0,0.0,3.0,0,0,100,0,,0.8477895774184151
Total,2011,Urban,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,2.0,0.0,3.0,0,0,100,0,,0.8477895774184151
Total,2011,Urban,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,2.0,1.0,3.0,0,0,100,0,,0.8477895774184151
Total,2011,Urban,Southeast,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,2.0,0.0,3.0,0,0,100,0,,0.8534040779311202
Total,2011,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,2.0,1.0,3.0,0,0,100,0,,0.8534040779311202
Total,2011,Urban,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,3.0,1.0,3.0,0,0,100,0,,0.8534040779311202
Total,2011,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,5.0,1.0,3.0,0,0,100,0,,0.8534040779311202
Total,2011,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,0,0,0,0,0,0,0,0,,,0.0,4.0,1.0,3.0,0,0,100,0,,1.1229001025409475
Total,2011,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: YES,Female,CH Sex: Female,Mother Edu: Higher,0,0,100,100,100,0,0,0,,0.0,0.0,5.0,1.0,1.0,0,0,100,100,100.0,1.1229001025409475
Total,2011,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: YES,Female,CH Sex: Female,Mother Edu: Higher,0,0,0,0,0,0,0,0,,,0.0,3.0,1.0,3.0,0,0,100,0,,1.1229001025409475
Total,2011,Urban,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,3.0,1.0,3.0,0,0,100,0,,1.1734306071552902
Total,2011,Urban,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,100,0,0,,,0.0,2.0,1.0,3.0,0,0,100,0,,1.1734306071552902
Total,2011,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,2.0,0.0,1.0,0.0,0,0,0,0,0.0,1.1734306071552902
Total,2011,Urban,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,2.0,0.0,4.0,0,0,100,0,,1.1734306071552902
Total,2011,Urban,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,2.0,1.0,1.0,2.0,0,0,100,100,100.0,1.1734306071552902
Total,2011,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,2.0,1.0,4.0,0,0,100,0,,1.1734306071552902
Total,2011,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,4.0,1.0,3.0,0,0,100,0,,1.033068094337672
Total,2011,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,100,0,0,0,0,100,0,100,0.0,,2.0,0.0,0.0,0.0,0,0,0,0,,1.033068094337672
Total,2011,Urban,Southeast,Rich,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,4.0,1.0,1.0,0,0,100,0,,1.033068094337672
Total,2011,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,5.0,1.0,1.0,3.0,0,0,100,100,100.0,1.033068094337672
Total,2011,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,0,0,100,100,100,0,0,0,,0.0,0.0,2.0,1.0,3.0,0,0,100,100,100.0,1.033068094337672
Total,2011,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,2.0,1.0,5.0,0,0,100,0,,1.033068094337672
Total,2011,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Higher,0,0,0,0,0,0,0,0,,,0.0,2.0,1.0,0.0,0,0,0,0,,1.033068094337672
Total,2011,Urban,Southeast,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,2.0,1.0,3.0,0,0,100,0,,1.033068094337672
Total,2011,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,0,0,0,0,0,0,0,0,,,0.0,3.0,2.0,7.0,0,0,100,0,,1.033068094337672
Total,2011,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,0,0,100,,0.0,0.0,3.0,0.0,0.0,0,0,0,0,0.0,0.9376215856216913
Total,2011,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,0,0,100,,0.0,0.0,4.0,0.0,0.0,0,0,100,0,0.0,0.9376215856216913
Total,2011,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: YES,Female,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,2.0,1.0,3.0,0,0,100,0,,0.9376215856216913
Total,2011,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: YES,Female,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,2.0,1.0,3.0,0,0,100,0,,0.9376215856216913
Total,2011,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: YES,Female,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,0.0,2.0,1.0,0.0,0,0,0,0,0.0,0.9376215856216913
